Date,,,Sample,Sample ID,Sample Weight [mg],Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Nitrogen,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,Carbon,,,,,
10/23/19,66,Colibrick - 1,unknown,,23.715,1.807,0.184,2.637,3.159,2.581,2.644,13.047,0.536,2.4,1.7,0.28,13.047,A,0.086,0.36,Refer,Nitrogen,0,0.025,3.083,1.911,0.0431,1.589,4.415,2.378,0,231,4613,,1.766,,0.007,1,2.988,2.639,3.808,33.045,2.644,2.702,520.542,30.383,97.6,98.3,0.27,520.542,A,0.264,1.11,Refer,Carbon,0,1,1,3.042,0.0186,1.324,3.462,1.898,0,696,13911,2.55,1.476,,0.001,1,,,,,
10/23/19,67,Colibrick - 1,unknown,,24.348,1.809,0.184,2.645,3.418,2.597,2.647,16.748,0.787,2.9,2.4,0.27,16.748,A,0.115,0.47,Refer,Nitrogen,0,0.03,2.512,1.886,0.0311,1.426,3.82,2.045,0,258,5152,,1.662,,0.007,1,2.992,2.647,3.831,34.893,2.647,2.69,564.752,32.233,97.1,97.6,0.27,564.752,A,0.288,1.18,Refer,Carbon,0,1,1,3.05,0.0198,1.37,3.623,1.961,0,664,13276,2.591,1.503,,0.001,1,,,,,
10/23/19,68,Colibrick - 1,unknown,,22.046,1.805,0.181,2.617,4.738,2.589,2.631,39.954,2.12,1.8,1.9,0.25,39.954,A,0.297,1.35,Refer,Nitrogen,0,0.018,3.982,1.854,0.0203,1.145,2.853,1.698,0,281,5627,,1.524,,0.007,1,2.88,2.617,4.923,111.956,2.631,2.671,2205.113,109.32,98.2,98.1,0.32,2205.113,A,1.181,5.36,Refer,Carbon,0,1,1,3.007,0.0155,1.836,5.355,5.708,0,453,9050,2.217,3.345,,0.001,1,,,,,
10/23/19,69,Colibrick - 1,unknown,,17.693,1.803,0.196,2.633,2.991,2.622,2.65,9.932,0.351,3.2,2,0.3,9.932,A,0.061,0.35,Refer,Nitrogen,0,0.034,2.317,1.929,0.0539,1.671,4.721,2.633,0,200,4001,,1.872,,0.006,1,3.012,2.633,3.764,20.23,2.65,2.663,296.252,17.575,96.8,98,0.26,296.252,A,0.142,0.8,Refer,Carbon,0,1,1,3.054,0.0164,1.075,2.622,1.633,0,736,14718,2.542,1.344,,0,1,,,,,
10/23/19,70,Colibrick - 1,unknown,,26.165,1.801,0.187,2.624,3.247,2.578,2.637,14.166,0.63,2.7,2.1,0.27,14.166,A,0.094,0.36,Refer,Nitrogen,0,0.027,2.785,1.891,0.0354,1.53,4.199,2.24,0,250,5006,,1.728,,0.007,1,2.987,2.625,3.812,32.518,2.636,2.685,518.67,29.867,97.3,97.9,0.27,518.67,A,0.263,1,Refer,Carbon,0,1,1,3.042,0.019,1.331,3.485,1.907,0,675,13491,2.597,1.479,,0.001,1,,,,,
10/23/19,70,Colibrick - 1,unknown,,35.122,1.799,0.18,2.648,3.389,2.577,2.64,17.152,0.771,2.7,2.1,0.27,17.152,A,0.118,0.34,Refer,Nitrogen,0,0.028,2.717,1.888,0.0343,1.543,4.245,2.267,0,247,4942,,1.793,,0.007,1,2.976,2.648,3.912,38.448,2.64,2.703,623.651,35.792,97.3,97.9,0.27,623.651,A,0.32,0.91,Refer,Carbon,0,1,1,3.037,0.0199,1.417,3.791,2.032,0,670,13395,2.573,1.539,,0.001,1,,,,,
10/23/19,Calib\00000007,Colibrick - 1,standard,,1.212,1.765,0.179,2.603,5.506,2.593,2.616,48.179,2.898,2.9,3.1,0.23,48.179,A,0.361,29.8,Refer,Nitrogen,0,0.03,2.371,1.8,0.0142,0.953,2.232,1.533,0,328,6565,,1.4,,0.007,1,2.871,2.603,4.671,93.243,2.616,2.635,1608.145,90.624,97.1,96.9,0.28,1608.145,A,0.856,70.65,Refer,Carbon,0,1,1,2.981,0.0189,1.842,5.378,4.565,0,588,11758,2.568,2.759,,0.001,1,,,,,
10/23/19,Calib\00000008,Colibrick - 1,blank cell,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/19,71,Colibrick - 1,unknown,,23.203,1.796,0.183,2.612,5.478,2.57,2.625,49.417,2.871,2.3,2.5,0.24,49.417,A,0.371,1.6,Refer,Nitrogen,0,0.024,3.028,1.835,0.0161,0.996,2.368,1.566,0,314,6274,,1.433,,0.008,1,2.867,2.612,4.84,114.059,2.625,2.676,2098.167,111.429,97.7,97.5,0.3,2098.167,A,1.123,4.84,Refer,Carbon,0,1,1,2.987,0.0114,1.831,5.332,6.105,0,510,10208,2.351,3.523,,0.001,1,,,,,
10/23/19,72,Colibrick - 1,unknown,,30.248,1.809,0.191,2.619,3.292,2.622,2.655,14.578,0.648,2.9,2.3,0.28,14.578,A,0.098,0.32,Refer,Nitrogen,0,0.03,2.499,1.907,0.0388,1.583,4.392,2.362,0,236,4716,,1.792,,0.007,1,2.992,2.619,3.877,30.45,2.655,2.684,483.843,27.787,97.1,97.7,0.27,483.843,A,0.244,0.81,Refer,Carbon,0,1,1,3.046,0.019,1.308,3.407,1.878,0,677,13539,2.547,1.47,,0.001,1,,,,,
10/23/19,73,Colibrick - 1,unknown,,36.257,1.805,0.185,2.636,3.259,2.59,2.638,15.292,0.637,3.3,2.3,0.28,15.292,A,0.103,0.28,Refer,Nitrogen,0,0.034,2.201,1.919,0.0466,1.634,4.582,2.506,0,230,4606,,1.918,,0.007,1,2.979,2.636,3.904,29.323,2.638,2.663,453.195,26.678,96.7,97.7,0.26,453.195,A,0.227,0.63,Refer,Carbon,0,1,1,3.03,0.0178,1.27,3.273,1.831,0,705,14105,2.545,1.442,,0.001,1,,,,,
10/23/19,74,Colibrick - 1,unknown,,17.457,1.787,0.185,2.624,3.226,2.579,2.632,14.192,0.613,2.5,1.9,0.27,14.192,A,0.095,0.54,Refer,Nitrogen,0,0.026,2.926,1.885,0.0397,1.575,4.362,2.342,0,237,4734,,1.811,,0.007,1,2.975,2.625,3.824,34.227,2.632,2.7,544.163,31.575,97.5,98.1,0.27,544.163,A,0.277,1.59,Refer,Carbon,0,1,1,3.032,0.0193,1.375,3.641,1.968,0,683,13650,2.59,1.514,,0.001,1,,,,,
10/23/19,75,Colibrick - 1,unknown,,22.932,1.812,0.188,2.624,3.011,2.588,2.631,10.34,0.394,2.5,1.6,0.29,10.34,A,0.064,0.28,Refer,Nitrogen,0,0.026,3.096,1.931,0.0494,1.653,4.652,2.568,0,209,4190,,1.891,,0.006,1,2.989,2.624,3.728,26.162,2.631,2.658,401.913,23.523,97.5,98.4,0.27,401.913,A,0.199,0.87,Refer,Carbon,0,1,1,3.037,0.0176,1.208,3.062,1.761,0,696,13924,2.475,1.401,,0,1,,,,,
10/23/19,76,Colibrick - 1,unknown,,21.894,1.793,0.197,2.623,3.322,2.57,2.628,15.818,0.714,2.3,1.8,0.27,15.818,A,0.107,0.49,Refer,Nitrogen,0,0.024,3.21,1.885,0.0362,1.543,4.244,2.267,0,253,5061,,1.774,,0.007,1,2.967,2.624,3.796,41.558,2.628,2.675,668.697,38.917,97.7,98.2,0.27,668.697,A,0.345,1.57,Refer,Carbon,0,1,1,3.03,0.0199,1.468,3.973,2.118,0,679,13577,2.596,1.578,,0.001,1,,,,,
10/23/19,77,Colibrick - 1,unknown,,15.279,1.793,0.184,2.621,4.473,2.577,2.618,34.378,1.869,1.9,1.9,0.24,34.378,A,0.253,1.66,Refer,Nitrogen,0,0.019,3.743,1.842,0.0193,1.163,2.912,1.715,0,306,6118,,1.57,,0.007,1,2.879,2.621,4.657,99.181,2.618,2.652,1774.402,96.559,98.1,98.1,0.29,1774.402,A,0.947,6.2,Refer,Carbon,0,1,1,2.992,0.0177,1.843,5.381,4.91,0,543,10868,2.407,2.922,,0.001,1,,,,,
10/23/19,78,Colibrick - 1,unknown,,29.214,1.816,0.185,2.632,3.171,2.598,2.637,13.011,0.546,2.6,1.9,0.28,13.011,A,0.085,0.29,Refer,Nitrogen,0,0.026,2.94,1.921,0.0421,1.608,4.486,2.43,0,231,4617,,1.81,,0.007,1,2.989,2.632,3.833,31.314,2.637,2.669,496.626,28.668,97.4,98.1,0.27,496.626,A,0.251,0.86,Refer,Carbon,0,1,1,3.044,0.0189,1.313,3.425,1.885,0,682,13649,2.514,1.469,,0.001,1,,,,,
10/23/19,79,Colibrick - 1,unknown,,15.572,1.795,0.192,2.633,3.309,2.58,2.633,14.788,0.694,2.1,1.7,0.26,14.788,A,0.099,0.64,Refer,Nitrogen,0,0.022,3.565,1.871,0.0293,1.464,3.958,2.11,0,256,5120,,1.72,,0.007,1,2.985,2.651,3.824,41.778,2.634,2.683,685.613,39.13,97.9,98.3,0.27,685.613,A,0.354,2.27,Refer,Carbon,0,1,1,3.049,0.0205,1.457,3.933,2.098,0,654,13089,2.608,1.565,,0.001,1,,,,,
10/23/19,80,Colibrick - 1,duplicate,,26.898,1.823,0.192,2.629,4.072,2.583,2.62,28.644,1.464,2.2,2.1,0.26,28.644,A,0.208,0.77,Refer,Nitrogen,0,0.023,3.187,1.88,0.0233,1.244,3.186,1.801,0,281,5617,,1.659,,0.007,1,2.945,2.629,4.621,70.42,2.62,2.65,1252.921,67.796,97.8,97.9,0.29,1252.921,A,0.663,2.46,Refer,Carbon,0,1,1,3.045,0.0269,1.755,5.042,3.051,0,574,11482,2.429,2.027,,0.001,1,,,,,
10/23/19,80,Colibrick - 1,duplicate,,23.23,1.807,0.192,2.611,4.496,2.591,2.642,34.408,1.87,1.9,1.9,0.25,34.408,A,0.253,1.09,Refer,Nitrogen,0,0.019,3.739,1.853,0.0189,1.105,2.72,1.66,0,300,6009,,1.533,,0.007,1,2.904,2.611,4.747,97.207,2.642,2.686,1773.853,94.559,98.1,98.1,0.29,1773.853,A,0.947,4.07,Refer,Carbon,0,1,1,3.02,0.0212,1.842,5.376,4.521,0,538,10761,2.398,2.726,,0.001,1,,,,,
10/14/20,bypass,Colibrick - 1,bypass,,0,1.777,1.488,2.297,2.168,1.714,1.742,8.751,0.445,4,3.7,0.31,8.751,A,0.006,5.42,Refer,Nitrogen,0,0.042,17.461,1.837,0.026,1.227,3.129,1.783,0,186,3722,,1.41,,0.001,1,2.988,2.624,3.783,13.167,1.723,1.78,210.683,11.426,96,96.3,0.29,210.683,A,0.109,94.58,Refer,Carbon,0,1,1,3.03,0.0191,0.993,2.358,1.564,0,608,12151,2.413,1.329,,0.001,1,,,,,
10/14/20,bypass,Colibrick - 1,bypass,,0,1.779,1.456,2.58,2.283,1.714,1.711,11.79,0.569,4,3.7,0.31,11.79,A,0.011,6.72,Refer,Nitrogen,0,0.041,13.884,1.846,0.0302,1.282,3.315,1.845,0,185,3695,,1.532,,0.001,1,2.985,2.607,3.935,16.727,1.712,1.821,284.35,14.984,96,96.3,0.29,284.35,A,0.151,93.28,Refer,Carbon,0,1,1,3.032,0.0207,1.077,2.628,1.635,0,579,11581,2.373,1.369,,0.001,1,,,,,
10/14/20,bypass,Colibrick - 1,bypass,,0,1.791,1.495,2.533,2.271,1.73,1.728,11.153,0.541,4.1,3.8,0.31,11.153,A,0.01,6.74,Refer,Nitrogen,0,0.043,13.833,1.855,0.0289,1.265,3.257,1.825,0,191,3811,,1.557,,0.001,1,2.987,2.604,3.848,15.496,1.731,1.819,259.917,13.738,95.9,96.2,0.29,259.917,A,0.137,93.26,Refer,Carbon,0,1,1,3.031,0.0203,1.018,2.44,1.585,0,580,11592,2.363,1.34,,0.001,1,,,,,
10/14/20,Calib\blank,Colibrick - 1,blank,,0,1.829,1.547,2.313,1.951,1.733,1.765,4.161,0.206,100,100,0.32,4.161,A,N/A,N/A,Error,Nitrogen,0,???,???,1.878,0.025,1.008,2.406,1.576,0,183,3651,,1.321,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/20,Calib\standard,Colibrick - 1,standard,,0.538,1.729,1.429,2.437,2.951,1.736,1.754,21.934,1.209,3.1,3,0.27,21.934,A,0.026,4.91,Refer,Nitrogen,0,0.032,14.438,1.783,0.0215,1.21,3.069,1.764,0,226,4523,,1.506,,0.001,1,2.905,2.437,3.788,40.359,1.754,1.779,684.855,38.596,96.9,97,0.28,684.855,A,0.381,70.9,Refer,Carbon,0,1,1,2.971,0.0213,1.47,3.981,2.122,0,608,12160,2.532,1.571,,0.001,1,,,,,
10/14/20,Calib\00000001,Colibrick - 1,standard,,0.799,1.72,1.412,2.531,3.509,1.736,1.747,30.376,1.77,2.9,3,0.26,30.376,A,0.039,4.92,Refer,Nitrogen,0,0.03,14.464,1.766,0.0183,1.125,2.785,1.678,0,250,5002,,1.443,,0.001,1,2.872,2.548,3.749,58.698,1.747,1.789,1011.23,56.94,97.1,97,0.28,1011.23,A,0.569,71.23,Refer,Carbon,0,1,1,2.959,0.0243,1.686,4.778,2.692,0,588,11769,2.542,1.856,,0.001,1,,,,,
10/14/20,Calib\00000002,Colibrick - 1,standard,,1.12,1.72,1.409,2.547,4.202,1.731,1.746,40.656,2.467,2.8,3.1,0.25,40.656,A,0.055,4.92,Refer,Nitrogen,0,0.029,14.327,1.762,0.0166,1.083,2.649,1.64,0,269,5387,,1.404,,0.001,1,2.856,2.548,3.912,78.644,1.746,1.797,1394.109,76.887,97.2,96.9,0.29,1394.109,A,0.789,70.48,Refer,Carbon,0,1,1,2.965,0.0254,1.813,5.263,3.612,0,550,10998,2.513,2.299,,0.001,1,,,,,
10/14/20,Calib\00000003,Colibrick - 1,standard,,1.265,1.717,1.4,2.483,4.537,1.745,1.758,45.148,2.788,2.8,3.2,0.24,45.148,A,0.062,4.9,Refer,Nitrogen,0,0.029,14.338,1.757,0.0158,1.047,2.531,1.609,0,277,5549,,1.394,,0.001,1,2.831,2.54,3.844,87.209,1.759,1.804,1566.634,85.44,97.2,96.8,0.29,1566.634,A,0.889,70.25,Refer,Carbon,0,1,1,2.944,0.0231,1.836,5.353,4.156,0,530,10605,2.469,2.557,,0.001,1,,,,,
10/14/20,291,Colibrick - 1,unknown,,22.376,1.783,1.475,2.537,2.161,1.726,1.738,9.117,0.431,4,3.5,0.31,9.117,A,0.007,0.03,Refer,Nitrogen,0,0.042,16.639,1.865,0.0362,1.42,3.799,2.036,0,184,3680,,1.625,,0.001,1,2.988,2.596,3.88,13.486,1.739,1.82,218.007,11.722,96,96.5,0.29,218.007,A,0.113,0.5,Refer,Carbon,0,1,1,3.03,0.0194,0.996,2.369,1.567,0,608,12151,2.392,1.335,,0.001,1,,,,,
10/14/20,292,Colibrick - 1,unknown,,20.917,1.773,1.472,2.308,2.217,1.75,1.768,9.03,0.46,3.9,3.7,0.3,9.03,A,0.007,0.03,Refer,Nitrogen,0,0.041,17.369,1.831,0.0255,1.21,3.071,1.764,0,190,3804,,1.408,,0.001,1,2.983,2.612,3.76,13.813,1.741,1.823,222.603,12.045,96.1,96.3,0.29,222.603,A,0.116,0.55,Refer,Carbon,0,1,1,3.025,0.0193,0.988,2.344,1.561,0,600,11995,2.421,1.324,,0.001,1,,,,,
10/14/20,293,Colibrick - 1,unknown,,21.701,1.775,1.488,2.313,2.243,1.749,1.771,9.256,0.487,3.5,3.4,0.29,9.256,A,0.007,0.03,Refer,Nitrogen,0,0.036,19.058,1.826,0.0232,1.123,2.78,1.677,0,201,4019,,1.414,,0.001,1,2.973,2.597,3.804,15.7,1.758,1.817,253.593,13.924,96.5,96.6,0.28,253.593,A,0.133,0.61,Refer,Carbon,0,1,1,3.016,0.0188,1.015,2.428,1.582,0,619,12376,2.456,1.328,,0.001,1,,,,,
10/14/20,294,Colibrick - 1,unknown,,20.185,1.757,1.447,2.571,2.897,1.729,1.755,21.155,1.161,2.7,2.8,0.27,21.155,A,0.025,0.12,Refer,Nitrogen,0,0.028,16.707,1.804,0.0201,1.083,2.65,1.641,0,234,4671,,1.45,,0.001,1,2.944,2.576,4.024,41.841,1.755,1.908,754.421,40.047,97.3,97.2,0.29,754.421,A,0.421,2.09,Refer,Carbon,0,1,1,3.015,0.024,1.484,4.031,2.147,0,563,11263,2.489,1.595,,0.001,1,,,,,
10/14/20,295,Colibrick - 1,unknown,,21.435,1.777,1.472,2.588,2.264,1.763,1.753,9.909,0.504,1.6,1.6,0.29,9.909,A,0.008,0.04,Refer,Nitrogen,0,0.016,42.642,1.836,0.026,1.217,3.095,1.772,0,215,4299,,1.538,,0.001,1,2.975,2.591,4.304,33.151,1.753,1.812,614.636,31.385,98.4,98.4,0.3,614.636,A,0.341,1.59,Refer,Carbon,0,1,1,3.037,0.0241,1.343,3.529,1.924,0,540,10797,2.408,1.5,,0.001,1,,,,,
10/14/20,296,Colibrick - 1,unknown,,20.445,1.76,1.475,2.504,2.605,1.758,1.765,15.866,0.845,2.7,2.8,0.28,15.866,A,0.017,0.08,Refer,Nitrogen,0,0.027,18.751,1.818,0.0235,1.26,3.242,1.82,0,217,4336,,1.509,,0.001,1,2.963,2.505,4.991,30.933,1.765,1.824,579.948,29.157,97.3,97.2,0.3,579.948,A,0.321,1.57,Refer,Carbon,0,1,1,3.026,0.0248,1.344,3.531,1.925,0,536,10711,2.436,1.512,,0.001,1,,,,,
10/14/20,297,Colibrick - 1,unknown,,24.661,1.748,1.465,2.304,2.73,1.768,1.801,16.748,0.951,2.4,2.6,0.27,16.748,A,0.018,0.07,Refer,Nitrogen,0,0.025,20.205,1.793,0.0188,1.085,2.655,1.642,0,231,4621,,1.402,,0.001,1,2.943,2.577,3.888,37.899,1.773,1.9,670.661,36.09,97.6,97.4,0.29,670.661,A,0.373,1.51,Refer,Carbon,0,1,1,3.008,0.0228,1.426,3.82,2.045,0,573,11461,2.517,1.547,,0.001,1,,,,,
10/14/20,298,Colibrick - 1,unknown,,24.947,1.753,1.44,2.576,3.155,1.772,1.788,24.398,1.378,2.7,3,0.27,24.398,A,0.03,0.12,Refer,Nitrogen,0,0.028,16.291,1.798,0.0192,1.063,2.583,1.623,0,239,4790,,1.408,,0.001,1,2.937,2.579,4.339,46.684,1.788,1.929,876.839,44.867,97.3,97,0.3,876.839,A,0.492,1.97,Refer,Carbon,0,1,1,3.018,0.0271,1.571,4.349,2.333,0,531,10622,2.466,1.694,,0.001,1,,,,,
10/14/20,299,Colibrick - 1,unknown,,22.092,1.768,1.473,2.571,2.401,1.793,1.799,11.916,0.606,3.1,3,0.29,11.916,A,0.011,0.05,Refer,Nitrogen,0,0.032,18.288,1.834,0.027,1.327,3.473,1.903,0,205,4099,,1.569,,0.001,1,2.976,2.579,4.02,21.486,1.799,1.867,373.771,19.669,96.9,97,0.29,373.771,A,0.202,0.92,Refer,Carbon,0,1,1,3.027,0.0213,1.151,2.874,1.704,0,575,11509,2.446,1.401,,0.001,1,,,,,
10/14/20,300,Colibrick - 1,duplicate,,24.311,1.76,1.455,2.561,2.799,1.76,1.766,19.263,1.038,1.7,2,0.27,19.263,A,0.022,0.09,Refer,Nitrogen,0,0.018,27.739,1.815,0.0225,1.214,3.084,1.768,0,227,4549,,1.512,,0.001,1,2.939,2.585,4.631,52.836,1.767,1.96,1098.439,51.036,98.3,98,0.33,1098.439,A,0.619,2.55,Refer,Carbon,0,1,1,3.041,0.0352,1.669,4.713,2.625,0,448,8967,2.313,1.877,,0.001,1,,,,,
10/14/20,300,Colibrick - 1,duplicate,,21.643,1.753,1.463,2.559,2.534,1.824,1.821,13.019,0.71,1.8,2,0.27,13.019,A,0.013,0.06,Refer,Nitrogen,0,0.019,30.401,1.807,0.022,1.206,3.058,1.76,0,226,4515,,1.446,,0.001,1,2.963,2.583,4.104,37.257,1.823,1.959,696.244,35.4,98.2,98,0.3,696.244,A,0.388,1.79,Refer,Carbon,0,1,1,3.032,0.0255,1.429,3.831,2.05,0,531,10616,2.472,1.566,,0.001,1,,,,,
10/14/20,Calib\00000005,Colibrick - 1,blank,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.049,2.716,3.621,2.643,1.783,1.757,16.808,0.87,100,100,0.3,16.808,A,N/A,N/A,Error,Carbon,0,1,???,3.09,0.0214,0.901,2.071,1.494,0,583,11654,,1.284,,,1,,,,,
10/14/20,Calib\00000006,Colibrick - 1,standard,,1.425,1.712,1.411,2.497,4.854,1.736,1.761,48.482,3.112,2.7,3.1,0.23,48.482,A,0.067,4.71,Refer,Nitrogen,0,0.027,14.996,1.747,0.0141,0.958,2.248,1.537,0,295,5897,,1.337,,0.001,1,2.804,2.499,3.808,97.913,1.761,1.843,1770.74,96.133,97.3,96.9,0.29,1770.74,A,1.006,70.6,Refer,Carbon,0,1,1,2.918,0.0176,1.843,5.381,4.94,0,511,10217,2.447,2.935,,0.001,1,,,,,
11/2/20,_11_12_2020 4_05_38 PM_001,Colibrick - 1,bypass,,0,1.693,1.404,2.239,3.041,2.325,2.333,11.985,0.714,2.5,3,0.26,11.985,A,0.016,6.18,Refer,Nitrogen,0,0.026,15.176,1.73,0.0162,0.941,2.195,1.524,0,240,4798,,1.34,,0.001,1,2.951,2.567,4.104,25.709,2.332,2.4,460.24,23.361,97.5,97,0.3,460.24,A,0.249,93.82,Refer,Carbon,0,1,1,3.011,0.0241,1.283,3.319,1.847,0,527,10531,2.649,1.464,,0.001,1,,,,,
11/2/20,_11_12_2020 4_11_39 PM_002,Colibrick - 1,bypass,,0,1.692,1.417,2.188,2.965,2.341,2.362,10.249,0.616,2.5,2.9,0.26,10.249,A,0.014,6.09,Refer,Nitrogen,0,0.026,15.422,1.73,0.0162,0.968,2.281,1.545,0,237,4741,,1.319,,0.001,1,2.944,2.577,3.857,22.953,2.35,2.427,395.585,20.581,97.5,97.1,0.3,395.585,A,0.212,93.91,Refer,Carbon,0,1,1,2.998,0.0222,1.202,3.042,1.755,0,543,10862,2.657,1.418,,0.001,1,,,,,
11/2/20,Calib\_11_12_2020 4_23_41 PM_004,Colibrick - 1,blank,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.985,2.616,3.5,2.711,2.288,2.31,7.879,0.414,100,100,0.3,7.879,A,N/A,N/A,Error,Carbon,0,1,???,3.032,0.0218,1.038,2.503,1.601,0,558,11170,,1.326,,,1,,,,,
11/2/20,Calib\_11_12_2020 4_29_43 PM_005,Colibrick - 1,standard,,0.499,1.653,0.985,2.408,3.375,2.288,2.299,17.095,1.082,2.6,2.9,0.23,17.095,A,0.024,4.86,Refer,Nitrogen,0,0.026,14.795,1.684,0.0134,0.853,1.926,1.46,0,275,5500,,1.309,,0.001,1,2.853,2.408,4.1,39.17,2.299,2.313,651.85,36.867,97.4,97.1,0.27,651.85,A,0.359,71.87,Refer,Carbon,0,1,1,2.923,0.022,1.515,4.144,2.208,0,604,12074,2.787,1.647,,0.001,1,,,,,
11/2/20,Calib\_11_12_2020 4_35_44 PM_006,Colibrick - 1,standard,,0.867,1.644,1.36,2.164,4.224,2.286,2.312,28.41,1.928,2.5,3,0.23,28.41,A,0.042,4.79,Refer,Nitrogen,0,0.026,14.855,1.673,0.012,0.86,1.948,1.466,0,291,5829,,1.27,,0.001,1,2.812,2.516,3.704,65.233,2.29,2.343,1104.818,62.929,97.5,97,0.28,1104.818,A,0.617,71.16,Refer,Carbon,0,1,1,2.908,0.0248,1.756,5.044,3.053,0,575,11501,2.742,2.037,,0.001,1,,,,,
11/2/20,Calib\_11_12_2020 4_41_46 PM_007,Colibrick - 1,standard,,0.993,1.653,1.367,2.209,4.496,2.266,2.272,32.747,2.228,2.5,3,0.23,32.747,A,0.048,4.85,Refer,Nitrogen,0,0.026,14.636,1.682,0.012,0.844,1.9,1.455,0,298,5965,,1.274,,0.001,1,2.811,2.525,3.695,73.291,2.262,2.349,1258.945,71.008,97.5,97,0.28,1258.945,A,0.705,70.98,Refer,Carbon,0,1,1,2.915,0.0249,1.802,5.221,3.465,0,564,11272,2.71,2.235,,0.001,1,,,,,
11/2/20,Calib\_11_12_2020 4_47_48 PM_008,Colibrick - 1,standard,,1.258,1.651,1.363,2.176,5.121,2.251,2.273,41.409,2.863,2.5,3.2,0.22,41.409,A,0.061,4.88,Refer,Nitrogen,0,0.026,14.495,1.678,0.0116,0.799,1.765,1.424,0,304,6089,,1.257,,0.001,1,2.775,2.509,3.864,89.597,2.264,2.3,1583.42,87.326,97.5,96.8,0.29,1583.42,A,0.89,70.74,Refer,Carbon,0,1,1,2.888,0.0206,1.841,5.374,4.472,0,519,10380,2.604,2.726,,0.001,1,,,,,
11/2/20,301,Colibrick - 1,unknown,,21.953,1.683,1.392,2.188,3.022,2.24,2.277,12.652,0.768,2.3,2.7,0.25,12.652,A,0.017,0.08,Refer,Nitrogen,0,0.024,16.695,1.721,0.0158,0.992,2.355,1.563,0,242,4837,,1.343,,0.001,1,2.913,2.555,3.86,30.304,2.255,2.356,533.829,28.021,97.7,97.3,0.3,533.829,A,0.291,1.33,Refer,Carbon,0,1,1,2.972,0.0224,1.3,3.377,1.867,0,537,10733,2.637,1.472,,0.001,1,,,,,
11/2/20,302,Colibrick - 1,unknown,,22.782,1.699,1.432,2.176,2.811,2.258,2.274,9.023,0.547,1.9,2.2,0.26,9.023,A,0.012,0.05,Refer,Nitrogen,0,0.02,20.806,1.734,0.0157,0.918,2.124,1.507,0,244,4878,,1.313,,0.001,1,2.927,2.569,3.78,26.879,2.255,2.32,457.311,24.604,98.1,97.8,0.29,457.311,A,0.248,1.09,Refer,Carbon,0,1,1,2.98,0.021,1.224,3.119,1.779,0,572,11442,2.664,1.429,,0.001,1,,,,,
11/2/20,303,Colibrick - 1,unknown,,20.882,1.681,1.399,2.144,2.767,2.245,2.271,8.495,0.512,2,2.2,0.26,8.495,A,0.011,0.05,Refer,Nitrogen,0,0.02,20.301,1.719,0.0159,0.964,2.268,1.542,0,236,4730,,1.334,,0.001,1,2.916,2.552,3.879,24.935,2.244,2.316,418.043,22.671,98,97.8,0.29,418.043,A,0.225,1.08,Refer,Carbon,0,1,1,2.97,0.0208,1.24,3.174,1.797,0,579,11572,2.685,1.441,,0.001,1,,,,,
11/2/20,304,Colibrick - 1,unknown,,20.638,1.717,1.428,2.177,2.599,2.244,2.274,5.918,0.344,2.1,2.3,0.27,5.918,A,0.007,0.03,Refer,Nitrogen,0,0.022,20,1.75,0.0165,0.803,1.777,1.427,0,225,4505,,1.279,,0.001,1,2.961,2.595,3.787,16.654,2.252,2.338,274.092,14.375,97.9,97.7,0.3,274.092,A,0.143,0.69,Refer,Carbon,0,1,1,3.007,0.0208,1.041,2.513,1.604,0,554,11090,2.597,1.346,,0.001,1,,,,,
11/2/20,305,Colibrick - 1,unknown,,22.027,1.696,1.4,2.172,3.039,2.245,2.266,13.022,0.786,2.1,2.4,0.26,13.022,A,0.018,0.08,Refer,Nitrogen,0,0.021,18.478,1.729,0.0152,0.851,1.921,1.459,0,241,4813,,1.285,,0.001,1,2.915,2.548,3.828,34.772,2.244,2.369,606.698,32.492,97.9,97.6,0.29,606.698,A,0.333,1.51,Refer,Carbon,0,1,1,2.974,0.0219,1.335,3.501,1.913,0,557,11141,2.624,1.484,,0.001,1,,,,,
