Date,Sample,Sample_type,Sample_weight_mg,N_retention_time_min,N_response,N_weight_mg,N_weight%,N_peak_type,N_element,N_C_Response,C_rentention_time_min,C_response,C_weight_mg,C_weight_per,C_peak_type,C_element,C_C_response_ratio,
CHECK,525,unknown,16.225,1.753,193.675,0.053,0.33,Refer,Nitrogen,0.016,2.843,12033.656,1.935,11.92,Refer,Carbon,1,
CHECK,526,unknown,11.483,1.733,42.858,N/A,N/A,Error,Nitrogen,0.021,3.044,2090.239,0.083,0.73,Refer,Carbon,1,
CHECK,527,unknown,14.336,1.741,34.965,N/A,N/A,Error,Nitrogen,0.022,3.061,1617.192,N/A,N/A,Error,Carbon,1,
CHECK,528,unknown,17.664,1.736,40.691,N/A,N/A,Error,Nitrogen,0.021,3.037,1933.529,0.054,0.31,Refer,Carbon,1,
CHECK,529,unknown,13.005,1.732,19.35,N/A,N/A,Error,Nitrogen,0.025,3.076,761.593,N/A,N/A,Error,Carbon,1,
CHECK,529,unknown,12.483,1.745,19.359,N/A,N/A,Error,Nitrogen,0.024,3.077,796.421,N/A,N/A,Error,Carbon,1,
CHECK,standard13,standard13,1.785,1.727,494.877,0.195,10.9,Refer,Nitrogen,0.056,2.876,8762.467,1.326,74.27,Refer,Carbon,1,
CHECK,blankcell8,blankcell8,0,,,,,,,,,,,,,,,
CHECK,530,unknown,16.468,1.749,36.756,N/A,N/A,Error,Nitrogen,0.023,3.063,1598.303,N/A,N/A,Error,Carbon,1,
CHECK,531,unknown,14.847,1.732,14.277,N/A,N/A,Error,Nitrogen,0.026,3.084,551.242,N/A,N/A,Error,Carbon,1,
CHECK,532,unknown,12.806,1.739,21.741,N/A,N/A,Error,Nitrogen,0.024,3.085,897.593,N/A,N/A,Error,Carbon,1,
CHECK,533,unknown,19.66,1.752,37.992,N/A,N/A,Error,Nitrogen,0.022,3.06,1715.181,0.014,0.07,Refer,Carbon,1,
CHECK,534,unknown,15.018,1.745,143.471,0.03,0.2,Refer,Nitrogen,0.018,2.921,7788.643,1.144,7.62,Refer,Carbon,1,
CHECK,535,unknown,15.725,1.761,183.652,0.048,0.31,Refer,Nitrogen,0.014,2.852,12821.54,2.081,13.24,Refer,Carbon,1,
CHECK,536,unknown,16.973,1.749,18.166,N/A,N/A,Error,Nitrogen,0.024,3.089,763.304,N/A,N/A,Error,Carbon,1,
CHECK,537,unknown,13.826,1.745,23.393,N/A,N/A,Error,Nitrogen,0.019,3.087,1256.94,N/A,N/A,Error,Carbon,1,
CHECK,538,unknown,14.165,1.773,370.211,0.136,0.96,Refer,Nitrogen,0.017,2.756,21751.014,3.744,26.43,Refer,Carbon,1,
CHECK,538,unknown,10.842,1.76,256.375,0.083,0.76,Refer,Nitrogen,0.016,2.804,16247.37,2.719,25.08,Refer,Carbon,1,
CHECK,standard14,standard14,0.259,1.732,326.753,0.116,44.64,Refer,Nitrogen,0.053,2.955,6129.355,0.835,322.57,Refer,Carbon,1,
CHECK,blankcell9,Colibrick - 1,blankcell9,blankcell9,0,,,,,,,,,,,,,
4/29/21,bypass,bypass,0,1.871,88.665,0.03,6.02,Refer,Nitrogen,0.023,3.156,3830.573,0.464,93.98,Refer,Carbon,1,
4/29/21,bypass,bypass,0,1.887,522.99,0.172,4.41,Refer,Nitrogen,0.021,2.852,25305.396,3.729,95.59,Refer,Carbon,1,
4/29/21,bypass,bypass,0,1.883,174.242,0.058,3.2,Refer,Nitrogen,0.013,2.981,13375.584,1.748,96.8,Refer,Carbon,1,
4/29/21,blank,blank,0,,,,,,,,,,,,,,,
4/29/21,blank,blank,0,,,,,,,,3.272,19.433,N/A,N/A,Error,Carbon,1,
4/29/21,standard,standard,0.57,1.848,179.914,0.06,10.46,Refer,Nitrogen,0.053,3.131,3386.029,0.408,71.65,Refer,Carbon,1,
4/29/21,standard,standard,0.877,1.849,275.14,0.091,10.35,Refer,Nitrogen,0.054,3.096,5088.138,0.623,71,Refer,Carbon,1,
4/29/21,standard,standard,1.127,1.848,354.608,0.117,10.36,Refer,Nitrogen,0.055,3.073,6500.592,0.804,71.37,Refer,Carbon,1,
4/29/21,standard,standard,1.216,1.848,379.506,0.125,10.27,Refer,Nitrogen,0.055,3.069,6917.083,0.859,70.61,Refer,Carbon,1,
4/29/21,blank,blank,0,,,,,,,,3.291,22.141,N/A,N/A,Error,Carbon,1,
4/29/21,541,unknown,17.394,1.907,926.526,0.304,1.75,Refer,Nitrogen,0.02,2.691,46511.108,N/A,N/A,Error,Carbon,1,
4/29/21,542,unknown,17.539,1.877,335.885,0.111,0.63,Refer,Nitrogen,0.013,2.835,25008.736,3.671,20.93,Refer,Carbon,1,
4/29/21,543,unknown,15.788,1.893,427.093,0.141,0.89,Refer,Nitrogen,0.02,2.885,21472.044,3.028,19.18,Refer,Carbon,1,
4/29/21,544,unknown,16.257,1.873,16.077,0.006,0.04,Refer,Nitrogen,0.031,3.209,523.923,0.059,0.36,Refer,Carbon,1,
4/29/21,545,unknown,17.206,1.867,43.666,0.015,0.09,Refer,Nitrogen,0.021,3.184,2053.935,0.244,1.42,Refer,Carbon,1,
4/29/21,546,unknown,12.937,1.855,26.793,0.009,0.07,Refer,Nitrogen,0.025,3.2,1088.292,0.127,0.98,Refer,Carbon,1,
4/29/21,547,unknown,15.214,1.888,281.888,0.093,0.61,Refer,Nitrogen,0.015,2.907,19164.137,2.639,17.35,Refer,Carbon,1,
4/29/21,548,unknown,18.657,1.881,261.104,0.086,0.46,Refer,Nitrogen,0.014,2.895,18997.986,2.612,14,Refer,Carbon,1,
4/29/21,549,unknown,16.618,1.899,355.45,0.117,0.7,Refer,Nitrogen,0.031,3.012,11300.443,1.452,8.74,Refer,Carbon,1,
4/29/21,550,unknown,15.484,1.877,31.04,0.011,0.07,Refer,Nitrogen,0.046,3.204,676.518,0.077,0.5,Refer,Carbon,1,
4/29/21,550,unknown,18.595,1.871,31.391,0.011,0.06,Refer,Nitrogen,0.036,3.197,863.217,0.1,0.54,Refer,Carbon,1,
4/29/21,standard,standard,1.816,1.845,574.215,0.189,10.39,Refer,Nitrogen,0.057,2.999,10151.989,1.292,71.16,Refer,Carbon,1,
4/29/21,blank,blank,0,,,,,,,,,,,,,,,
4/29/21,551,unknown,15.97,1.873,30.225,0.011,0.07,Refer,Nitrogen,0.037,3.211,816.156,0.094,0.59,Refer,Carbon,1,
4/29/21,552,unknown,15.209,1.859,29.868,0.01,0.07,Refer,Nitrogen,0.01,3.143,3135.386,0.377,2.48,Refer,Carbon,1,
4/29/21,553,unknown,18.06,1.865,55.231,0.019,0.1,Refer,Nitrogen,0.023,3.157,2444.808,0.292,1.62,Refer,Carbon,1,
4/29/21,554,unknown,18.244,1.875,42.203,0.015,0.08,Refer,Nitrogen,0.014,3.151,2915.263,0.35,1.92,Refer,Carbon,1,
4/29/21,555,unknown,15.783,1.905,170.446,0.056,0.36,Refer,Nitrogen,0.006,2.816,30491.189,4.835,30.63,Refer,Carbon,1,
4/29/21,556,unknown,19.523,1.873,50.634,0.017,0.09,Refer,Nitrogen,0.022,3.184,2320.422,0.277,1.42,Refer,Carbon,1,
4/29/21,557,unknown,17.384,1.861,54.756,0.019,0.11,Refer,Nitrogen,0.02,3.159,2787.741,0.334,1.92,Refer,Carbon,1,
4/29/21,558,unknown,15.892,1.861,18.055,0.007,0.04,Refer,Nitrogen,0.025,3.196,713.071,0.082,0.51,Refer,Carbon,1,
4/29/21,559,unknown,18.663,1.879,52.462,0.018,0.1,Refer,Nitrogen,0.021,3.173,2447.756,0.292,1.57,Refer,Carbon,1,
4/29/21,560,unknown,15.96,1.88,361.201,0.119,0.75,Refer,Nitrogen,0.014,2.833,25657.831,3.797,23.79,Refer,Carbon,1,
4/29/21,560,unknown,17.094,1.889,415.178,0.137,0.8,Refer,Nitrogen,0.013,2.793,31377.073,5.05,29.54,Refer,Carbon,1,
4/30/21,bypass,bypass,0,1.871,81.795,0.026,3.52,Refer,Nitrogen,0.014,3.099,5745.644,0.71,96.48,Refer,Carbon,1,
4/30/21,bypass,bypass,0,1.879,100.229,0.032,4.64,Refer,Nitrogen,0.019,3.124,5295.984,0.654,95.36,Refer,Carbon,1,
4/30/21,bypass,bypass,0,1.86,44.372,0.014,4.52,Refer,Nitrogen,0.018,3.175,2401.961,0.292,95.48,Refer,Carbon,1,
4/30/21,blank,blank,0,,,,,,,,,,,,,,,
4/30/21,blank,blank,0,,,,,,,,3.313,17.919,N/A,N/A,Error,Carbon,1,
4/30/21,standard,standard,0.572,1.851,176.677,0.056,9.87,Refer,Nitrogen,0.053,3.143,3354.539,0.41,71.71,Refer,Carbon,1,
4/30/21,standard,standard,0.783,1.845,239.162,0.077,9.78,Refer,Nitrogen,0.053,3.101,4502.484,0.554,70.71,Refer,Carbon,1,
4/30/21,standard,standard,1.052,1.853,389.184,0.125,11.87,Refer,Nitrogen,0.064,3.064,6102.435,0.756,71.82,Refer,Carbon,1,
4/30/21,standard,standard,1.229,1.853,378.081,0.121,9.87,Refer,Nitrogen,0.054,3.059,6954.681,0.864,70.29,Refer,Carbon,1,
4/30/21,blank,blank,0,,,,,,,,3.267,16.605,N/A,N/A,Error,Carbon,1,
4/30/21,561,unknown,15.34,1.909,316.681,0.102,0.66,Refer,Nitrogen,0.009,2.788,33755.394,4.669,30.44,Refer,Carbon,1,
4/30/21,562,unknown,12.537,1.868,155.089,0.049,0.39,Refer,Nitrogen,0.019,3.039,8113.216,1.012,8.07,Refer,Carbon,1,
4/30/21,563,unknown,14.131,1.897,345.416,0.111,0.78,Refer,Nitrogen,0.011,2.809,30672.344,4.184,29.61,Refer,Carbon,1,
4/30/21,564,unknown,15.256,1.861,166.603,0.053,0.35,Refer,Nitrogen,0.018,3.013,9093.92,1.139,7.46,Refer,Carbon,1,
4/30/21,565,unknown,16.873,1.903,799.018,0.257,1.52,Refer,Nitrogen,0.017,2.703,47008.085,6.969,41.3,Refer,Carbon,1,
4/30/21,566,unknown,17.75,1.897,509.168,0.164,0.92,Refer,Nitrogen,0.011,2.692,47193.616,7.004,39.46,Refer,Carbon,1,
4/30/21,567,unknown,14.571,1.885,400.039,0.128,0.88,Refer,Nitrogen,0.011,2.761,36102.31,5.05,34.66,Refer,Carbon,1,
4/30/21,568,unknown,16.717,1.899,656.966,0.211,1.26,Refer,Nitrogen,0.015,2.727,43326.936,6.29,37.63,Refer,Carbon,1,
4/30/21,569,unknown,14.916,1.877,412.221,0.132,0.89,Refer,Nitrogen,0.013,2.776,32843.758,4.524,30.33,Refer,Carbon,1,
4/30/21,570,unknown,17.022,1.86,151.492,0.048,0.28,Refer,Nitrogen,0.018,3.04,8578.877,1.072,6.3,Refer,Carbon,1,
4/30/21,570,unknown,14.362,1.86,128.03,0.041,0.28,Refer,Nitrogen,0.017,3.053,7382.986,0.919,6.4,Refer,Carbon,1,
4/30/21,standard,standard,1.647,1.844,523.313,0.168,10.21,Refer,Nitrogen,0.056,3.005,9361.56,1.173,71.25,Refer,Carbon,1,
4/30/21,blank,blank,0,,,,,,,,,,,,,,,
4/30/21,571,unknown,14.899,1.889,363.945,0.117,0.78,Refer,Nitrogen,0.01,2.76,37828.332,5.336,35.82,Refer,Carbon,1,
4/30/21,572,unknown,14.614,1.867,533.028,0.171,1.17,Refer,Nitrogen,0.017,2.769,30897.037,4.218,28.87,Refer,Carbon,1,
4/30/21,573,unknown,14.128,1.872,487.673,0.157,1.11,Refer,Nitrogen,0.012,2.691,42190.815,6.087,43.09,Refer,Carbon,1,
4/30/21,574,unknown,18.493,1.859,26.245,0.008,0.04,Refer,Nitrogen,0.02,3.195,1326.192,0.159,0.86,Refer,Carbon,1,
4/30/21,575,unknown,17.489,1.868,75.641,0.024,0.14,Refer,Nitrogen,0.023,3.151,3314.484,0.405,2.32,Refer,Carbon,1,
4/30/21,576,unknown,16.616,1.86,21.215,0.006,0.04,Refer,Nitrogen,0.022,3.197,963.999,0.115,0.69,Refer,Carbon,1,
4/30/21,577,unknown,15.508,1.869,29.905,0.009,0.06,Refer,Nitrogen,0.023,3.205,1311.942,0.158,1.02,Refer,Carbon,1,
4/30/21,578,unknown,17.277,1.873,28.945,0.009,0.05,Refer,Nitrogen,0.032,3.204,918.723,0.109,0.63,Refer,Carbon,1,
4/30/21,579,unknown,18.764,1.879,31.708,0.01,0.05,Refer,Nitrogen,0.027,3.2,1173.37,0.14,0.75,Refer,Carbon,1,
4/30/21,580,unknown,16.016,1.895,494.47,0.159,0.99,Refer,Nitrogen,0.011,2.685,46371.015,6.848,42.76,Refer,Carbon,1,
4/30/21,580,unknown,14.586,1.895,466.753,0.15,1.03,Refer,Nitrogen,0.011,2.708,42550.786,6.151,42.17,Refer,Carbon,1,
5/10/21,bypass,bypass,0,,,,,,,,,,,,,,,
5/10/21,bypass,bypass,0,1.592,220.183,0.076,100,Refer,Nitrogen,???,,,,,,,,
5/10/21,bypass,bypass,0,,,,,,,,2.872,583.745,0.06,100,Refer,Carbon,1,
5/10/21,blank,blank,0,,,,,,,,,,,,,,,
5/10/21,blank,blank,0,1.72,349.62,0.12,100,Refer,Nitrogen,???,,,,,,,,
5/10/21,standard,standard,0.557,1.692,2794.982,0.957,171.81,Refer,Nitrogen,1.207,2.809,2316.336,0.294,52.75,Refer,Carbon,1,
5/10/21,standard,standard,0.781,1.805,237.314,0.082,10.48,Refer,Nitrogen,0.055,3.025,4287.989,0.56,71.67,Refer,Carbon,1,
5/10/21,standard,standard,0.98,1.793,289.351,0.1,10.17,Refer,Nitrogen,0.055,2.997,5298.695,0.696,71.02,Refer,Carbon,1,
5/10/21,standard,standard,1.311,1.787,626.963,0.215,16.42,Refer,Nitrogen,0.057,2.876,10961.465,1.46,111.35,Refer,Carbon,1,
5/10/21,blank,blank,0,,,,,,,,3.148,29.217,N/A,N/A,Error,Carbon,1,
5/10/21,621,unknown,17.288,1.828,34.527,0.012,0.07,Refer,Nitrogen,0.025,3.097,1381.139,0.168,0.97,Refer,Carbon,1,
5/10/21,622,unknown,18.14,1.829,23.307,0.009,0.05,Refer,Nitrogen,0.029,3.1,791.324,0.088,0.49,Refer,Carbon,1,
5/10/21,623,unknown,19.597,1.825,22.393,0.008,0.04,Refer,Nitrogen,0.021,3.107,1071.096,0.126,0.64,Refer,Carbon,1,
5/10/21,624,unknown,16.204,1.836,29.022,0.011,0.07,Refer,Nitrogen,0.021,3.096,1398.402,0.17,1.05,Refer,Carbon,1,
5/10/21,625,unknown,18.288,1.82,36.434,0.013,0.07,Refer,Nitrogen,0.02,3.076,1845.113,0.23,1.26,Refer,Carbon,1,
5/10/21,626,unknown,18.077,1.828,20.804,0.008,0.04,Refer,Nitrogen,0.021,3.104,987.759,0.115,0.63,Refer,Carbon,1,
5/10/21,627,unknown,17.744,1.817,64.198,0.023,0.13,Refer,Nitrogen,0.021,3.049,3040.007,0.391,2.21,Refer,Carbon,1,
5/10/21,628,unknown,17.455,1.82,39.852,0.014,0.08,Refer,Nitrogen,0.023,3.083,1739.656,0.216,1.24,Refer,Carbon,1,
5/10/21,629,unknown,18.122,1.824,26.792,0.01,0.05,Refer,Nitrogen,0.021,3.1,1248.556,0.15,0.83,Refer,Carbon,1,
5/10/21,630,unknown,18.051,1.827,41.473,0.015,0.08,Refer,Nitrogen,0.015,3.053,2749.88,0.352,1.95,Refer,Carbon,1,
5/10/21,630,unknown,15.321,1.828,27.553,0.01,0.07,Refer,Nitrogen,0.02,3.1,1363.842,0.165,1.08,Refer,Carbon,1,
5/10/21,standard,standard,1.119,1.785,331.265,0.114,10.19,Refer,Nitrogen,0.055,2.963,6023.901,0.794,70.94,Refer,Carbon,1,
5/10/21,blank,blank,0,,,,,,,,,,,,,,,
5/10/21,631,unknown,15.453,1.821,64.775,0.023,0.15,Refer,Nitrogen,0.017,3.049,3782.216,0.492,3.18,Refer,Carbon,1,
5/10/21,632,unknown,16.537,1.844,518.539,0.178,1.08,Refer,Nitrogen,0.034,2.865,15457.531,2.066,12.49,Refer,Carbon,1,
5/10/21,633,unknown,15.734,1.829,758.994,0.26,1.65,Refer,Nitrogen,0.018,2.645,41105.724,5.525,35.12,Refer,Carbon,1,
5/10/21,634,unknown,15.077,1.819,37.432,0.013,0.09,Refer,Nitrogen,0.021,3.093,1811.725,0.226,1.5,Refer,Carbon,1,
5/10/21,635,unknown,16.199,1.828,43.254,0.015,0.1,Refer,Nitrogen,0.026,3.097,1668.111,0.206,1.27,Refer,Carbon,1,
5/10/21,636,unknown,17.442,1.84,24.836,0.009,0.05,Refer,Nitrogen,0.016,3.089,1513.553,0.186,1.06,Refer,Carbon,1,
5/10/21,637,unknown,18.285,1.829,33.919,0.012,0.07,Refer,Nitrogen,0.022,3.085,1571.781,0.193,1.06,Refer,Carbon,1,
5/10/21,638,unknown,16.992,1.837,491.058,0.169,0.99,Refer,Nitrogen,0.024,2.819,20074.639,2.689,15.82,Refer,Carbon,1,
5/10/21,639,unknown,15.381,1.809,630.027,0.216,1.41,Refer,Nitrogen,0.018,2.663,34701.61,4.662,30.31,Refer,Carbon,1,
5/10/21,640,unknown,16.382,1.832,46.282,0.017,0.1,Refer,Nitrogen,0.022,3.083,2065.83,0.26,1.59,Refer,Carbon,1,
5/10/21,640,unknown,15.07,1.832,56.337,0.02,0.13,Refer,Nitrogen,0.023,3.076,2400.649,0.305,2.03,Refer,Carbon,1,
5/10/21,standard,standard,1.899,1.78,570.959,0.196,10.32,Refer,Nitrogen,0.057,2.895,10038.165,1.335,70.31,Refer,Carbon,1,
5/10/21,blankcell,blankcell,0,,,,,,,,3.149,18.053,N/A,N/A,Error,Carbon,1,
5/10/21,641,unknown,18.075,1.829,215.025,0.074,0.41,Refer,Nitrogen,0.02,2.919,10803.436,1.438,7.96,Refer,Carbon,1,
5/10/21,642,unknown,16.121,1.816,270.415,0.093,0.58,Refer,Nitrogen,0.014,2.807,19175.665,2.568,15.93,Refer,Carbon,1,
5/10/21,643,unknown,16.852,1.817,266.925,0.092,0.55,Refer,Nitrogen,0.019,2.861,14385.652,1.922,11.4,Refer,Carbon,1,
5/10/21,644,unknown,15.66,1.825,216.216,0.075,0.48,Refer,Nitrogen,0.011,2.797,20069.315,2.688,17.17,Refer,Carbon,1,
5/10/21,645,unknown,17.326,1.811,265.374,0.091,0.53,Refer,Nitrogen,0.022,2.891,12189.737,1.625,9.38,Refer,Carbon,1,
5/10/21,646,unknown,18.495,1.813,725.208,0.249,1.35,Refer,Nitrogen,0.02,2.644,36790.586,4.943,26.73,Refer,Carbon,1,
5/10/21,647,unknown,15.155,1.824,39.035,0.014,0.09,Refer,Nitrogen,0.022,3.08,1775.037,0.221,1.46,Refer,Carbon,1,
5/10/21,648,unknown,16.786,1.811,458.127,0.157,0.94,Refer,Nitrogen,0.02,2.763,22887.514,3.068,18.28,Refer,Carbon,1,
5/10/21,649,unknown,15.694,1.836,796.127,0.273,1.74,Refer,Nitrogen,0.021,2.664,38521.031,5.177,32.99,Refer,Carbon,1,
5/10/21,650,unknown,14.326,1.801,401.598,0.138,0.96,Refer,Nitrogen,0.02,2.772,20444.08,2.739,19.12,Refer,Carbon,1,
5/10/21,650,unknown,17.978,1.82,470.269,0.162,0.9,Refer,Nitrogen,0.021,2.767,22834.092,3.061,17.03,Refer,Carbon,1,
5/10/21,standard,standard,1.892,1.777,571.643,0.196,10.37,Refer,Nitrogen,0.057,2.897,10028.81,1.334,70.51,Refer,Carbon,1,
5/10/21,blankcell,blankcell,0,,,,,,,,,,,,,,,
5/10/21,651,unknown,17.943,1.815,35.174,0.013,0.07,Refer,Nitrogen,0.029,3.087,1199.17,0.143,0.8,Refer,Carbon,1,
5/10/21,652,unknown,18.389,1.811,75.879,0.027,0.14,Refer,Nitrogen,0.021,3.041,3556.013,0.461,2.51,Refer,Carbon,1,
5/10/21,653,unknown,16.473,1.823,87.822,0.031,0.19,Refer,Nitrogen,0.019,3.035,4640.965,0.607,3.69,Refer,Carbon,1,
5/10/21,654,unknown,15.97,1.835,291.73,0.101,0.63,Refer,Nitrogen,0.012,2.763,24131.518,3.236,20.26,Refer,Carbon,1,
5/10/21,655,unknown,15.895,1.829,205.109,0.071,0.45,Refer,Nitrogen,0.022,2.933,9489.206,1.261,7.93,Refer,Carbon,1,
5/10/21,656,unknown,18.518,1.819,185.157,0.064,0.35,Refer,Nitrogen,0.022,2.959,8540.743,1.133,6.12,Refer,Carbon,1,
5/10/21,657,unknown,16.409,1.836,835.613,0.287,1.75,Refer,Nitrogen,0.024,2.679,35466.719,4.765,29.04,Refer,Carbon,1,
5/10/21,658,unknown,17.433,1.824,344.281,0.118,0.68,Refer,Nitrogen,0.011,2.691,31148.68,4.182,23.99,Refer,Carbon,1,
5/10/21,659,unknown,16.933,1.843,311.206,0.107,0.63,Refer,Nitrogen,0.026,2.919,12072.404,1.61,9.51,Refer,Carbon,1,
5/10/21,660,unknown,14.523,1.831,270.426,0.093,0.64,Refer,Nitrogen,0.014,2.813,19658.782,2.633,18.13,Refer,Carbon,1,
5/10/21,660,unknown,16.895,1.833,291.846,0.101,0.6,Refer,Nitrogen,0.013,2.795,21745.514,2.914,17.25,Refer,Carbon,1,
5/10/21,standard,standard,1.282,1.791,390.358,0.134,10.47,Refer,Nitrogen,0.056,2.963,6960.658,0.92,71.78,Refer,Carbon,1,
5/10/21,blank,blank,0,,,,,,,,,,,,,,,
5/10/21,671,unknown,18.295,1.84,44.718,0.016,0.09,Refer,Nitrogen,0.025,3.095,1815.334,0.226,1.24,Refer,Carbon,1,
5/10/21,672,unknown,14.962,1.831,23.242,0.009,0.06,Refer,Nitrogen,0.026,3.111,892.669,0.102,0.68,Refer,Carbon,1,
5/10/21,673,unknown,14.581,1.839,28.792,0.011,0.07,Refer,Nitrogen,0.024,3.123,1194.856,0.143,0.98,Refer,Carbon,1,
5/10/21,674,unknown,16.628,1.833,601.089,0.206,1.24,Refer,Nitrogen,0.017,2.689,36361.386,4.886,29.38,Refer,Carbon,1,
5/10/21,675,unknown,15.841,1.809,378.481,0.13,0.82,Refer,Nitrogen,0.015,2.743,24515.207,3.288,20.75,Refer,Carbon,1,
5/10/21,676,unknown,18.323,1.836,23.983,0.009,0.05,Refer,Nitrogen,0.027,3.125,885.814,0.101,0.55,Refer,Carbon,1,
5/10/21,677,unknown,16.142,1.84,30.726,0.011,0.07,Refer,Nitrogen,0.018,3.103,1677.507,0.208,1.29,Refer,Carbon,1,
5/10/21,678,unknown,18.366,1.841,29.516,0.011,0.06,Refer,Nitrogen,0.027,3.116,1098.642,0.13,0.71,Refer,Carbon,1,
5/10/21,679,unknown,18.169,1.836,30.329,0.011,0.06,Refer,Nitrogen,0.023,3.112,1301.24,0.157,0.86,Refer,Carbon,1,
5/10/21,680,unknown,18.216,1.84,32.786,0.012,0.07,Refer,Nitrogen,0.019,3.107,1722.645,0.214,1.17,Refer,Carbon,1,
5/10/21,680,unknown,15.594,1.837,37.273,0.013,0.09,Refer,Nitrogen,0.017,3.096,2138.376,0.27,1.73,Refer,Carbon,1,
5/10/21,standard,standard,1.019,1.791,308.397,0.106,10.42,Refer,Nitrogen,0.055,2.983,5618.919,0.739,72.54,Refer,Carbon,1,
5/10/21,blank cell,blank cell,0,,,,,,,,,,,,,,,
5/10/21,681,unknown,16.19,1.847,29.58,0.011,0.07,Refer,Nitrogen,0.024,3.108,1215.497,0.145,0.9,Refer,Carbon,1,
5/10/21,682,unknown,15.54,1.825,37.835,0.014,0.09,Refer,Nitrogen,0.022,3.089,1736.464,0.216,1.39,Refer,Carbon,1,
5/10/21,683,unknown,17.984,1.847,474.228,0.163,0.91,Refer,Nitrogen,0.021,2.801,22557.16,3.024,16.81,Refer,Carbon,1,
5/10/21,684,unknown,17.365,1.843,347.099,0.119,0.69,Refer,Nitrogen,0.023,2.871,15004.754,2.005,11.55,Refer,Carbon,1,
5/10/21,685,unknown,14.283,1.833,372.222,0.128,0.9,Refer,Nitrogen,0.012,2.72,29934.087,4.019,28.14,Refer,Carbon,1,
5/10/21,686,unknown,15.756,1.824,28.515,0.01,0.07,Refer,Nitrogen,0.016,3.084,1819.897,0.227,1.44,Refer,Carbon,1,
5/10/21,687,unknown,14.383,1.828,242.449,0.084,0.58,Refer,Nitrogen,0.027,2.961,8903.681,1.182,8.22,Refer,Carbon,1,
5/10/21,688,unknown,18.013,1.852,612.294,0.21,1.17,Refer,Nitrogen,0.014,2.636,43456.581,5.842,32.43,Refer,Carbon,1,
5/10/21,689,unknown,18.721,1.819,303.009,0.104,0.56,Refer,Nitrogen,0.017,2.817,18118.835,2.425,12.95,Refer,Carbon,1,
5/10/21,690,unknown,18.423,1.84,19.091,0.007,0.04,Refer,Nitrogen,0.025,3.124,758.286,0.084,0.45,Refer,Carbon,1,
5/10/21,690,unknown,16.336,1.841,19.049,0.007,0.04,Refer,Nitrogen,0.026,3.109,735.989,0.081,0.49,Refer,Carbon,1,
5/10/21,standard,standard,1.331,1.785,404.34,0.139,10.45,Refer,Nitrogen,0.056,2.943,7272.752,0.962,72.3,Refer,Carbon,1,
5/10/21,blank,blank,0,,,,,,,,,,,,,,,
5/10/21,691,unknown,16.88,1.823,81.47,0.029,0.17,Refer,Nitrogen,0.021,3.047,3791.022,0.493,2.92,Refer,Carbon,1,
5/10/21,692,unknown,14.519,1.847,24.157,0.009,0.06,Refer,Nitrogen,0.035,3.107,682.029,0.073,0.51,Refer,Carbon,1,
5/10/21,693,unknown,18.81,1.852,18.823,0.007,0.04,Refer,Nitrogen,0.027,3.113,689.984,0.074,0.4,Refer,Carbon,1,
5/10/21,694,unknown,14.747,1.841,36.468,0.013,0.09,Refer,Nitrogen,0.023,3.1,1615.378,0.199,1.35,Refer,Carbon,1,
5/10/21,695,unknown,15.251,1.843,26.919,0.01,0.06,Refer,Nitrogen,0.026,3.111,1035.253,0.121,0.79,Refer,Carbon,1,
5/10/21,696,unknown,16.956,1.839,33.49,0.012,0.07,Refer,Nitrogen,0.019,3.095,1737.72,0.216,1.27,Refer,Carbon,1,
5/10/21,697,unknown,16.516,1.856,309.325,0.107,0.64,Refer,Nitrogen,0.034,2.988,9144.862,1.215,7.36,Refer,Carbon,1,
5/10/21,698,unknown,19.934,1.844,29.094,0.011,0.05,Refer,Nitrogen,0.014,3.104,2133.766,0.269,1.35,Refer,Carbon,1,
5/10/21,699,unknown,15.848,1.849,37.685,0.014,0.09,Refer,Nitrogen,0.03,3.117,1276.101,0.154,0.97,Refer,Carbon,1,
5/10/21,700,unknown,15.806,1.849,43.405,0.016,0.1,Refer,Nitrogen,0.028,3.128,1565.695,0.193,1.22,Refer,Carbon,1,
5/10/21,700,unknown,18.004,,,,,,,,3.337,5.206,N/A,N/A,Error,Carbon,1,
5/10/21,blank,blank,0,,,,,,,,,,,,,,,
5/13/21,bypass,bypass,0,,,,,,,,2.431,4339.351,1.782,100,Refer,Carbon,1,
5/13/21,bypass,bypass,0,2.056,15.313,0.037,100,Refer,Nitrogen,0.001,2.28,12516.227,N/A,N/A,Error,Carbon,1,
5/13/21,bypass,bypass,0,2.089,15.533,0.035,23.16,Refer,Nitrogen,0.041,2.605,374.503,0.116,76.84,Refer,Carbon,1,
5/13/21,blank,blank,0,2.06,31.473,N/A,N/A,Error,Nitrogen,???,,,,,,,,
5/13/21,standard,standard,0.486,2.065,17.121,0.022,4.5,Refer,Nitrogen,0.016,2.573,1056.52,0.332,68.28,Refer,Carbon,1,
5/13/21,standard,standard,0.717,,,,,,,,2.548,1535.11,0.493,68.82,Refer,Carbon,1,
5/13/21,standard,standard,0.921,1.98,14.304,0.045,4.91,Refer,Nitrogen,0.007,2.535,1973.41,0.651,70.65,Refer,Carbon,1,
5/13/21,standard,standard,1.341,2.001,11.923,0.065,4.85,Refer,Nitrogen,0.004,2.507,2867.053,1.007,75.06,Refer,Carbon,1,
